dataset,x,y
8,31.58820139,77.02805242
8,32.65777825,80.1138613
8,31.64159927,77.61083319
8,30.98714261,63.94402803
8,27.43963221,65.74446296
8,30.57836994,65.52194547
8,28.80940164,59.62100447
8,27.93951858,50.98506213
8,33.84994979,46.28447445
8,32.62846305,54.06372049
8,32.43865009,49.90301949
8,35.83829208,53.35148834
8,37.14204292,49.74198795
8,34.64454677,54.44410778
8,35.6754047,49.62564335
8,64.99458547,49.46217283
8,66.12914983,61.64371789
8,65.79065188,55.94537372
8,67.50178061,60.85022747
8,67.62951422,61.42910607
8,63.91006406,62.97233493
8,66.54935797,67.72558866
8,64.05154171,48.82009398
8,68.19328958,46.54354081
8,65.2783892,44.82035293
8,34.99766139,28.63299394
8,33.92376617,53.55868852
8,66.00445437,52.68466915
8,37.02325625,32.11848168
8,34.69827009,36.47535413
8,34.86344417,30.93927452
8,31.09006508,32.38375472
8,34.92130615,35.41843805
8,30.34336118,32.52456317
8,35.48332887,44.49163493
8,33.23491043,38.50248372
8,35.43994362,47.79751769
8,33.87350952,37.05602845
8,28.5641378,34.62639972
8,31.31954867,31.66399053
8,30.79617438,23.51903436
8,34.23335543,22.4959116
8,36.63078771,31.47683126
8,34.5486191,26.11108787
8,37.5196356,29.26760589
8,62.42569733,34.04420627
8,64.32038379,31.78562948
8,65.44553251,43.27349919
8,64.32563159,41.61597638
8,65.2643382,35.71754478
8,66.38870418,38.84474434
8,68.19142282,45.16948648
8,68.54066245,48.43852634
8,67.66143127,51.06858459
8,68.67551605,50.46523481
8,69.08170998,55.4740531
8,69.04871649,66.36604575
8,67.30822338,71.59029658
8,38.71489941,76.39697782
8,35.54809488,89.30497584
8,36.71067294,86.074967
8,64.91266244,87.64579606
8,66.06413574,89.20866858
8,64.93592948,87.07213812
8,67.02655071,76.22251533
8,65.31403223,77.93874403
8,64.29521778,84.12585721
8,38.79801214,74.61063043
8,34.67575731,79.63759877
8,30.71926194,58.81206008
8,34.10515093,64.12919723
8,33.42337185,67.09574336
8,66.31380967,98.93102704
8,65.30963145,98.16515684
8,65.71407607,99.28376395
8,67.59345319,90.95190982
8,66.38801732,89.28123047
8,67.80618811,91.68817735
8,70.96261031,86.51812135
8,71.99363717,78.82094807
8,72.47983433,80.80068306
8,74.07842923,72.95153085
8,72.03628802,69.71604842
8,72.99818627,59.66564471
8,74.81213123,57.58988376
8,73.02730502,46.27418787
8,77.06711193,51.48691819
8,75.01713687,46.62244265
8,76.66530773,38.44025097
8,77.91587423,45.92684338
8,73.74204608,39.12098532
8,75.32981579,32.83035192
8,63.41043551,38.37773561
8,68.85648667,43.08414721
8,66.33778505,33.30651
8,64.2037185,26.6441143
8,64.49863483,22.86350133
8,68.89099061,27.29620567
8,72.37152334,21.96163975
8,69.76542497,19.99985045
8,68.62131244,18.91567644
8,64.29773717,20.42874969
8,66.69926509,18.59108534
8,67.54452768,16.44793813
8,63.94695198,18.69284545
8,64.38819207,15.77281228
8,65.57004569,23.76575822
8,38.40283688,19.04685867
8,37.83236002,14.46948945
8,36.90416117,13.58381575
8,36.28614305,17.10577073
8,62.78663259,13.9189931
8,66.81767922,11.41249716
8,66.75502141,18.08530514
8,65.41552839,10.46351221
8,36.94633144,13.5143775
8,37.82543474,9.601034295
8,36.72283794,9.333302107
8,67.07332178,6.049214582
8,64.60181811,12.00191696
8,65.43728218,15.54538608
8,67.00402238,15.34582664
8,66.72419207,5.249805481
8,68.30761876,13.28091652
8,68.76804828,13.52145655
8,74.16727175,5.349880873
8,64.90035797,16.24525837
8,68.76343355,8.700572944
8,66.81691392,12.27329434
8,67.30934665,0.21700627
8,34.73182931,19.60179507
8,33.67444215,26.09049021
8,75.62725502,37.12875195
8,40.61012542,89.13623987
8,39.11436645,96.48175132
8,34.58382893,89.58890199
9,55.99303015,79.2772637
9,50.03225379,79.0130712
9,51.28845866,82.43593984
9,51.17053689,79.16529411
9,44.37791453,78.164628
9,45.01027007,77.88086312
9,48.55981672,78.7883706
9,42.14226829,76.88063455
9,41.02697157,76.40958846
9,34.57530901,72.72484118
9,31.16860072,69.24542132
9,32.64425407,70.73255503
9,26.66664565,62.98097121
9,26.45926233,62.63467337
9,25.53800765,60.63023611
9,26.32071119,62.39628112
9,26.16338746,62.0268149
9,25.21379046,60.2733986
9,26.85952956,63.14183467
9,31.76066917,69.79765539
9,39.79329057,75.80796422
9,45.61743919,78.11997023
9,53.77146068,79.30293164
9,56.45143367,79.24710702
9,66.0937202,77.01781826
9,56.92583942,79.20631862
9,58.98825385,78.91725896
9,57.90226605,79.08086782
9,64.81286696,77.48693892
9,60.34979352,78.72944587
9,48.89055576,16.80654352
9,47.54950635,17.07140452
9,30.88943083,26.32903723
9,28.97283572,29.05046892
9,35.16136075,22.78684965
9,45.87036917,17.48939337
9,32.83142061,24.79753815
9,39.48557479,20.03305005
9,33.44618293,24.19064341
9,21.86358128,46.05259335
9,25.16587084,35.76661395
9,22.95947898,51.28770679
9,25.58605524,60.84658336
9,26.31431007,33.2971681
9,33.03730125,24.56446249
9,36.46888948,21.87611447
9,26.5135531,32.91874982
9,36.02709121,22.19543854
9,42.68104041,18.5425362
9,45.04107713,17.73451773
9,47.35241646,17.13474543
9,53.84619403,16.3873181
9,55.12963938,16.35324687
9,52.18811996,16.41821747
9,58.67266308,16.66337243
9,82.1443116,33.19522187
9,75.68657114,24.74151039
9,85.3449645,52.88641987
9,83.84465351,58.61606023
9,85.66476066,45.54275277
9,77.93100493,68.69006188
9,73.03183302,73.12057473
9,70.1028045,75.68320685
9,57.14469469,79.19410259
9,46.96246199,78.666559
9,50.56493381,79.07729855
9,53.71967657,79.30693617
9,54.20023232,79.32500234
9,47.87519834,78.67585343
9,51.47345851,79.159867
9,52.75122222,79.29365993
9,48.562223,78.78238353
9,53.08124169,79.29725077
9,56.47538337,79.1678401
9,49.57091141,79.03812388
9,37.6277033,74.55750434
9,32.26370009,70.3166389
9,32.54238034,70.70241721
9,52.82501719,85.57813388
9,58.52828954,78.97870425
9,56.26583426,79.25293949
9,57.07589242,79.19392254
9,54.25640238,79.31386485
9,62.68567125,78.17474327
9,68.08560586,76.1123175
9,65.11812196,77.39918845
9,68.7456313,75.79005545
9,63.09022514,78.0414095
9,77.20458932,69.31214977
9,82.03390848,62.68186979
9,81.57794592,63.8949255
9,85.18014328,53.78167666
9,84.28682499,57.25616809
9,85.62248671,45.02416586
9,85.60449902,50.76233791
9,84.42478583,38.76141016
9,85.57098508,44.56009644
9,84.6267242,39.48707751
9,73.39615493,22.81624794
9,73.50744773,22.85698876
9,63.35648811,17.72406884
9,72.95904687,22.51149983
9,64.02084165,17.88358125
9,61.12446324,17.11635336
9,75.67420733,24.78250097
9,69.51358316,20.27935789
9,58.57213547,16.64270381
9,70.98194099,21.1458881
9,65.2230304,18.39719512
9,65.31504391,18.3337483
9,64.01024068,17.92447819
9,57.14093593,16.59861054
9,56.36515326,16.32654637
9,43.04618324,18.40255939
9,52.08175556,16.45387453
9,42.87903652,18.48941103
9,51.5669948,16.48571364
9,58.83912512,16.63763522
9,60.75578914,17.03323151
9,54.76115612,16.3661891
9,53.569905,16.33971255
9,48.91461824,16.79863708
9,52.64613731,16.38483638
9,49.83849299,16.67633028
9,52.6840664,16.40796278
9,65.80721903,18.14076495
9,60.67392092,17.05180236
9,63.39471287,17.70053514
9,64.80200945,18.21687863
9,65.02593981,18.2878245
9,65.75555154,18.51621583
9,69.96773412,20.53898878
9,68.89278402,20.03244884
9,61.82654656,17.26965545
9,60.78797008,17.04620486
9,61.91560964,17.28219122
9,45.02899753,17.7244473
9,39.92136281,19.70184953
9,84.79427788,55.56865037
9,55.66295874,83.35647962
9,50.49224751,78.99753207
9,51.46710114,79.20184458
10,51.20389114,83.33977661
10,58.9744699,85.49981761
10,51.87207267,85.82973763
10,48.17993079,85.04511674
10,41.6832004,84.0179406
10,37.8904155,82.567493
10,39.54897369,80.81260177
10,39.64957388,82.66453387
10,34.75059705,80.01109099
10,27.56083529,72.84782559
10,24.63553998,71.61071483
10,20.95946481,66.04149838
10,20.68914905,62.72130521
10,19.28820474,62.06305936
10,20.02450057,61.34262387
10,35.469523,43.11588495
10,36.89432765,47.70655597
10,39.05554978,55.54697371
10,46.95708015,65.24040739
10,37.31045274,45.2587509
10,40.009672,60.98658251
10,48.01438668,65.71281959
10,53.70377593,66.38948204
10,63.06749989,64.03500046
10,62.04803251,63.84586325
10,59.83996671,64.47676444
10,55.16094182,65.23730817
10,61.27978658,65.7664025
10,60.83491753,64.60376971
10,61.52059065,64.79185504
10,36.91654386,41.09524744
10,38.50219967,41.56715562
10,48.66437073,30.68066685
10,50.2852524,30.33792211
10,42.27633267,34.52763612
10,54.03177562,29.67234831
10,37.32935526,39.60204231
10,41.38952255,37.29605623
10,40.07466666,34.6236852
10,35.34968062,47.14107313
10,34.76370042,47.62479992
10,37.02662945,44.46229305
10,36.45556953,40.79184303
10,35.53766421,48.72938687
10,20.40894789,32.20303042
10,23.49571047,25.32246815
10,29.55754336,21.36477746
10,33.00823391,15.98507146
10,53.98039918,29.35098671
10,52.2343086,29.71167299
10,59.50307661,30.66967394
10,41.16378107,34.31575825
10,48.99304012,32.03035884
10,59.26928032,29.64070177
10,45.469177,33.83119273
10,62.69126654,30.29037383
10,73.42867087,48.57785513
10,70.84642611,52.28225333
10,71.53901985,45.52180616
10,67.62086589,38.00655847
10,72.47095256,51.12213482
10,64.81223756,62.81091559
10,60.85367987,65.49914703
10,67.78949616,61.36370155
10,41.60955727,83.84868656
10,53.00302532,84.6747986
10,54.71417106,84.04312807
10,44.29166872,82.90944121
10,49.19172196,85.87622912
10,53.10138178,84.54765869
10,51.59984815,84.81982149
10,54.37972195,84.24035555
10,46.4807681,83.51821167
10,53.17465627,84.26056799
10,45.27200294,85.23707942
10,36.03340215,53.37168776
10,28.27119417,72.84023126
10,25.05480608,71.54859792
10,64.758887,82.31522364
10,63.14452748,85.23669633
10,50.42467869,85.17474759
10,70.64499626,82.43091876
10,63.14904908,83.94685535
10,62.82402452,84.96618595
10,70.23686952,82.17115106
10,70.04273524,80.38502135
10,72.57062345,80.97121843
10,75.13071604,79.98409314
10,83.29390573,70.77843179
10,79.66426228,73.93230972
10,88.43210253,64.624247
10,89.11555901,64.00150664
10,89.09219763,57.76819305
10,91.72600577,52.62335326
10,91.73553876,48.97021089
10,91.50788817,53.31265209
10,88.2390019,31.47743488
10,88.5305192,30.47603101
10,55.36516034,30.44585028
10,62.56025887,30.44713567
10,58.00666912,30.2537213
10,55.06711799,29.0115352
10,61.61477596,29.99439119
10,68.54314354,35.65783217
10,77.70610965,20.30426019
10,68.453046,13.03552859
10,68.25720644,12.38463915
10,70.25547467,13.25038497
10,65.04432528,11.00084148
10,60.09224661,11.87211171
10,52.99202897,9.906668483
10,50.14462898,12.21154309
10,46.50861419,11.20713449
10,43.80703196,11.31894489
10,57.81785469,10.94514243
10,50.94049266,9.691547134
10,63.49732308,11.91406917
10,50.01648295,11.93385209
10,58.63676508,11.97472107
10,54.73028909,11.41288267
10,65.8755478,11.73243636
10,57.06098271,9.920560854
10,46.81990795,10.49465268
10,38.35939487,13.43132262
10,47.31541578,12.85345178
10,55.05191654,11.94998862
10,50.51596026,9.765591622
10,49.67741465,10.38313251
10,67.28065952,14.12865153
10,66.17301826,12.03791702
10,61.08854414,10.08453441
10,66.05308577,13.38022601
10,72.66998927,15.23422594
10,61.5034725,10.82841448
10,68.99502863,13.99431053
10,78.24991617,17.88324091
10,36.48198057,15.16276009
10,50.96774838,29.67977429
10,91.19105361,46.67434284
10,55.86376849,85.33648676
10,49.2805948,84.04882283
10,43.36850154,84.3321772
11,38.33775718,92.47271905
11,35.75187079,94.11676803
11,32.76721796,88.51829458
11,33.72960678,88.62226579
11,37.23824933,83.72492841
11,36.02719822,82.04078065
11,39.23928078,79.26372384
11,39.78452494,82.2605659
11,35.16602939,84.15649198
11,40.62211592,78.54210421
11,39.18190709,79.8190372
11,42.43088899,75.13363464
11,43.08125586,75.34670164
11,44.36071943,70.47420705
11,44.32477884,71.0459044
11,47.5521602,66.46040372
11,48.66492462,64.96100494
11,46.28063196,68.02842315
11,50.56324448,62.62382797
11,52.63096423,59.96393579
11,54.63620644,57.49384244
11,51.34602714,61.60055304
11,57.13485535,53.8779658
11,54.17124157,58.0598079
11,50.94238231,62.09739394
11,66.51292446,59.07128185
11,64.3979095,56.1748754
11,68.68659329,62.23734399
11,65.02779371,57.09625735
11,53.30450317,40.88384455
11,52.94517809,40.38462569
11,45.2257382,30.55522592
11,50.84330462,37.7446281
11,49.65929394,36.27344274
11,47.14278893,32.02506417
11,41.27005653,21.72181715
11,47.13012716,31.30990292
11,40.91597158,23.54159239
11,38.66016397,21.68954964
11,42.61255083,24.19505377
11,41.2090395,24.12870919
11,50.64922115,37.48379074
11,52.13190194,39.36460208
11,39.79727127,16.08354965
11,43.54988148,24.30721094
11,36.71466334,17.38180986
11,37.22461013,17.98006448
11,40.51244785,22.96221457
11,40.22206279,20.6146217
11,44.12496121,23.36624529
11,42.3462616,24.55832694
11,44.18908437,28.77262547
11,45.81424531,31.05697967
11,46.64311927,31.40721906
11,52.1898883,39.36779649
11,51.10031736,38.09569998
11,65.40083415,42.61403204
11,64.85203983,43.13373484
11,63.40380601,44.84749369
11,65.37154887,42.69597132
11,61.9080397,53.19035207
11,71.826653,65.68623036
11,72.65462316,66.87827761
11,76.88857816,72.16547208
11,43.74461968,71.26796108
11,39.05424844,83.1190207
11,39.93167463,79.939188
11,39.76282611,76.40596745
11,41.32338329,80.2118686
11,41.78732323,83.98807799
11,39.75564907,79.65709664
11,40.7498794,77.20465729
11,43.8568985,77.60984365
11,42.3678225,73.63827183
11,39.46295984,78.4599739
11,44.51733395,70.36934983
11,41.636093,76.24922292
11,45.42293218,69.09550167
11,42.00285627,97.83761472
11,76.10562903,95.30498058
11,79.20256268,92.40721563
11,84.84824409,95.42480453
11,81.56447532,83.79290723
11,85.4461864,83.07829384
11,80.31249138,76.51623895
11,80.7662323,79.89606568
11,82.67011248,81.71147985
11,77.16362548,73.52371896
11,74.07070003,68.47956429
11,74.11423087,71.92636352
11,68.94207546,62.63515058
11,73.24200233,67.35327113
11,71.86701316,34.32915759
11,71.56918885,34.69921861
11,71.48290969,34.68051699
11,78.12852205,23.13923184
11,78.78982525,25.59719335
11,77.7815468,23.44721447
11,48.53062937,34.15245001
11,65.53078147,42.2810847
11,70.11803414,36.44818479
11,70.47226261,36.08805306
11,76.79113007,28.07200817
11,72.40935459,33.03925697
11,76.27129982,25.56954415
11,76.95325914,27.77061074
11,75.10773009,30.01698342
11,75.9692852,29.03886538
11,75.28388701,24.87475317
11,77.05224064,27.90563909
11,42.82675634,25.55695941
11,42.08066069,24.94652645
11,39.87830465,18.32492922
11,36.47549917,17.71894779
11,37.10307364,15.44561165
11,34.14896821,13.52386987
11,37.57942191,15.01589013
11,41.06430579,12.21446893
11,42.19526615,20.91937219
11,36.60557824,15.74887589
11,39.43116121,19.32384075
11,37.56207634,11.9284457
11,34.23811004,13.71315823
11,34.14094104,4.57766135
11,36.6592677,17.68196446
11,40.64371928,20.24086137
11,36.79248159,13.39213473
11,75.94830064,22.74479591
11,76.84069247,20.91854722
11,81.95047764,19.87455821
11,81.64370569,16.59175998
11,84.61021978,14.2477619
11,84.10287943,8.98065579
11,80.18002545,19.08884413
11,80.57327299,8.365638902
11,79.00432686,10.62819777
11,40.04818647,24.26148793
11,34.79459354,13.96968346
11,79.22176444,22.09459148
11,36.03087977,93.12173324
11,34.49955831,86.60998505
11,31.10686656,89.46163524
12,51.14791671,90.86741233
12,50.51712581,89.10239459
12,50.2074802,85.4600474
12,50.06948192,83.05766953
12,50.56284634,82.93782178
12,50.2885278,82.97525357
12,25.58347508,82.91489113
12,25.48358339,82.92908498
12,25.4435257,82.8742005
12,25.56511342,82.92409777
12,25.92884427,82.82118411
12,27.55147826,51.48738653
12,27.53046637,51.41484656
12,27.09557036,52.07679944
12,27.43924961,51.71207905
12,27.87826426,50.70890793
12,27.33886892,51.65304675
12,27.67840297,51.18198917
12,52.63565768,51.41855226
12,52.02521411,52.12301105
12,52.88116479,50.62155476
12,52.95260731,50.07473901
12,52.52055249,51.5024421
12,52.34282206,51.86195209
12,51.92759021,52.25779061
12,52.71377449,51.19794432
12,50.44380279,82.94182882
12,50.21669503,83.75234297
12,52.18418011,51.97525067
12,52.79209735,51.07339565
12,52.58971986,51.3380902
12,52.02884867,52.1768375
12,52.72924658,51.20176505
12,52.88431329,50.44143545
12,52.50930089,51.41620515
12,50.86268433,17.14563109
12,50.89149225,17.14132373
12,25.8551276,17.08190869
12,26.02564455,16.92501353
12,27.89317272,50.66196341
12,27.63996794,51.39909748
12,27.8926589,50.79528152
12,52.79773294,50.68603709
12,27.58063881,51.52476126
12,26.49139853,17.40539097
12,25.98531782,17.20372213
12,26.20141928,17.09382391
12,25.85756947,17.11384266
12,50.70468436,17.02374454
12,50.81197535,17.11492526
12,50.56484556,17.07777732
12,50.93930391,16.98102188
12,50.45885484,17.03857897
12,52.90136407,50.69056272
12,52.68495344,51.29446922
12,52.50008894,51.59435617
12,51.83563726,52.33576553
12,76.9954121,52.04552865
12,77.31060048,51.74673004
12,77.92604434,50.31866042
12,77.25438834,51.46182482
12,76.2431578,52.12368985
12,77.08448437,51.9671367
12,75.2280532,82.98566202
12,50.65835477,83.11447934
12,50.20336581,82.98265686
12,50.9295477,82.84604113
12,50.17867185,83.18462233
12,50.42269806,82.90990147
12,50.46422483,82.93532841
12,50.44927033,83.96992038
12,49.92838028,82.99366549
12,50.48801364,83.09951912
12,49.96490538,83.7083177
12,50.75210826,82.9019501
12,27.42242921,51.43887623
12,27.6740834,51.30411215
12,27.53739532,51.59365408
12,52.26334738,94.24932783
12,51.73728166,92.97911753
12,75.87096369,88.38644174
12,75.24432621,83.90349738
12,75.19829529,83.46230334
12,75.70104153,82.91945886
12,75.47933966,82.88405139
12,75.19456687,82.93211578
12,74.82025396,82.96238879
12,75.16434049,83.03499717
12,75.26335555,82.9452793
12,77.75641893,51.15177033
12,77.95443505,50.47557897
12,77.08333777,52.15779927
12,76.06355025,52.10465206
12,77.68201632,51.16563781
12,76.87808198,51.8675623
12,76.94850272,51.90751654
12,77.86405471,49.66254553
12,75.77145009,17.11125121
12,52.33156913,51.87886035
12,52.59281837,51.39159152
12,50.47704772,17.04828941
12,75.29647509,17.01565319
12,75.57395413,17.06219214
12,75.40052716,17.04110689
12,75.87099084,17.13489391
12,75.60588476,17.06772306
12,75.89557705,17.16994971
12,75.7465632,17.10571651
12,75.14234148,16.75492389
12,50.66177956,17.07814052
12,50.69985064,17.08518438
12,50.91894087,17.14760476
12,50.72525854,16.90746981
12,51.26387123,17.16234971
12,51.25091965,17.24045586
12,50.78515721,17.18019648
12,50.50139658,17.10577072
12,50.73367454,16.99296341
12,50.71137854,17.08831585
12,50.8127449,16.57271805
12,51.01423296,17.22109553
12,50.35352141,17.06474308
12,50.43552957,17.0651685
12,50.63098196,17.07652235
12,51.0668072,17.20885971
12,50.79235473,17.20421434
12,50.55127806,17.08465518
12,50.55975806,17.09388377
12,75.32597855,15.77189199
12,75.04472578,17.00426226
12,75.28708772,16.17493491
12,75.23996998,17.03184749
12,75.1524592,17.0049424
12,75.96184009,16.69484223
12,75.44806251,17.04514941
12,75.75938382,16.94292965
12,50.3782623,16.94627981
12,50.53363501,17.01958137
12,77.50090732,50.16698595
12,50.69112419,87.51396042
12,49.99039495,83.99735692
12,50.12718203,82.99075
13,55.3846,97.1795
13,51.5385,96.0256
13,46.1538,94.4872
13,42.8205,91.4103
13,40.7692,88.3333
13,38.7179,84.8718
13,35.641,79.8718
13,33.0769,77.5641
13,28.9744,74.4872
13,26.1538,71.4103
13,23.0769,66.4103
13,22.3077,61.7949
13,22.3077,57.1795
13,23.3333,52.9487
13,25.8974,51.0256
13,29.4872,51.0256
13,32.8205,51.0256
13,35.3846,51.4103
13,40.2564,51.4103
13,44.1026,52.9487
13,46.6667,54.1026
13,50,55.2564
13,53.0769,55.641
13,56.6667,56.0256
13,59.2308,57.9487
13,61.2821,62.1795
13,61.5385,66.4103
13,61.7949,69.1026
13,57.4359,55.2564
13,54.8718,49.8718
13,52.5641,46.0256
13,48.2051,38.3333
13,49.4872,42.1795
13,51.0256,44.1026
13,45.3846,36.4103
13,42.8205,32.5641
13,38.7179,31.4103
13,35.1282,30.2564
13,32.5641,32.1795
13,30,36.7949
13,33.5897,41.4103
13,36.6667,45.641
13,38.2051,49.1026
13,29.7436,36.0256
13,29.7436,32.1795
13,30,29.1026
13,32.0513,26.7949
13,35.8974,25.2564
13,41.0256,25.2564
13,44.1026,25.641
13,47.1795,28.718
13,49.4872,31.4103
13,51.5385,34.8718
13,53.5897,37.5641
13,55.1282,40.641
13,56.6667,42.1795
13,59.2308,44.4872
13,62.3077,46.0256
13,64.8718,46.7949
13,67.9487,47.9487
13,70.5128,53.718
13,71.5385,60.641
13,71.5385,64.4872
13,69.4872,69.4872
13,46.9231,79.8718
13,48.2051,84.1026
13,50,85.2564
13,53.0769,85.2564
13,55.3846,86.0256
13,56.6667,86.0256
13,56.1538,82.9487
13,53.8462,80.641
13,51.2821,78.718
13,50,78.718
13,47.9487,77.5641
13,29.7436,59.8718
13,29.7436,62.1795
13,31.2821,62.5641
13,57.9487,99.4872
13,61.7949,99.1026
13,64.8718,97.5641
13,68.4615,94.1026
13,70.7692,91.0256
13,72.0513,86.4103
13,73.8462,83.3333
13,75.1282,79.1026
13,76.6667,75.2564
13,77.6923,71.4103
13,79.7436,66.7949
13,81.7949,60.2564
13,83.3333,55.2564
13,85.1282,51.4103
13,86.4103,47.5641
13,87.9487,46.0256
13,89.4872,42.5641
13,93.3333,39.8718
13,95.3846,36.7949
13,98.2051,33.718
13,56.6667,40.641
13,59.2308,38.3333
13,60.7692,33.718
13,63.0769,29.1026
13,64.1026,25.2564
13,64.359,24.1026
13,74.359,22.9487
13,71.2821,22.9487
13,67.9487,22.1795
13,65.8974,20.2564
13,63.0769,19.1026
13,61.2821,19.1026
13,58.7179,18.3333
13,55.1282,18.3333
13,52.3077,18.3333
13,49.7436,17.5641
13,47.4359,16.0256
13,44.8718,13.718
13,48.7179,14.8718
13,51.2821,14.8718
13,54.1026,14.8718
13,56.1538,14.1026
13,52.0513,12.5641
13,48.7179,11.0256
13,47.1795,9.8718
13,46.1538,6.0256
13,50.5128,9.4872
13,53.8462,10.2564
13,57.4359,10.2564
13,60,10.641
13,64.1026,10.641
13,66.9231,10.641
13,71.2821,10.641
13,74.359,10.641
13,78.2051,10.641
13,67.9487,8.718
13,68.4615,5.2564
13,68.2051,2.9487
13,37.6923,25.7692
13,39.4872,25.3846
13,91.2821,41.5385
13,50,95.7692
13,47.9487,95
13,44.1026,92.6923
